,Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score,Auto_Loan,Debt_Consolidation_Loan
4801,25,Developer,57055.95,4817.66,4,4,9.0,4,"Mortgage Loan, Credit-Builder Loan, Payday Loan,  Debt Consolidation Loan",16,15,14.655,6,Standard,470.01,32.975,7 Years and 9 Months,Yes,174.29,207.82,High_spent_Small_value_payments,364.6375,Standard,0,1
4802,16,Lawyer,15039.8,1458.32,6,7,13.0,6,"Credit-Builder Loan, Student Loan, Debt Consolidation Loan, Auto Loan, Not Specified,  Personal Loan",13,17,12.56,7,Standard,1641.56,31.94125,5 Years and 4 Months,Yes,44.38,91.21875,Low_spent_Medium_value_payments,290.23125,Poor,1,1
4803,26,Lawyer,77677.38,6476.12,3,7,7.0,2,"Not Specified,  Payday Loan",19,12,3.795,3,Standard,86.8,32.7425,26 Years and 9 Months,No,118.63,251.2825,High_spent_Large_value_payments,541.4499999999999,Standard,0,0
4804,35,Teacher,108205.0,9019.08,3,7,7.0,6,"Mortgage Loan, Personal Loan, Payday Loan, Home Equity Loan, Not Specified,  Student Loan",32,8,13.565,4,Standard,872.45,34.31375,15 Years and 1 Months,Yes,298.94,306.02125,High_spent_Large_value_payments,548.19875,Standard,0,0
4805,52,Musician,128279.16,10966.93,2,6,2.0,0,No Loan,6,9,10.245,5,Good,105.26,37.44,16 Years and 2 Months,No,0.0,536.54375,Low_spent_Large_value_payments,816.40375,Good,0,0
4806,53,Architect,108057.12,8696.82875,1,4,9.0,4,"Student Loan, Student Loan, Home Equity Loan,  Not Specified",6,8,0.92,6,Good,173.56,31.345,19 Years and 11 Months,No,322.8,391.205,High_spent_Medium_value_payments,479.62375,Good,0,0
4807,26,Mechanic,127581.0,10358.75,3,3,7.0,0,No Loan,20,14,20.915,8,Standard,194.65,31.4725,16 Years and 9 Months,Yes,0.0,522.1925,Low_spent_Medium_value_payments,594.415,Standard,0,0
4808,31,Teacher,68538.88,5562.57,3,3,12.0,0,No Loan,17,17,7.07,3,Standard,152.38,34.20125,27 Years and 3 Months,No,0.0,193.54375,Low_spent_Large_value_payments,618.9625,Standard,0,0
4809,15,Journalist,19135.35,1819.61,5,5,17.0,2,"Home Equity Loan,  Auto Loan",21,8,18.15,6,Standard,1064.05,29.425,23 Years and 8 Months,Yes,26.13,90.51125,High_spent_Medium_value_payments,324.77625,Poor,1,0
4810,45,Accountant,19922.88,1711.24,6,6,10.0,0,No Loan,28,11,1.4449999999999998,3,Standard,560.11,32.20125,28 Years and 10 Months,Yes,0.0,93.26125,High_spent_Medium_value_payments,341.12625,Standard,0,0
4811,29,Mechanic,20511.16,1922.26,7,8,34.0,7,"Not Specified, Credit-Builder Loan, Home Equity Loan, Student Loan, Personal Loan, Payday Loan,  Home Equity Loan",38,22,6.63,8,Bad,2438.68,33.295,17 Years and 9 Months,Yes,106.95,130.5575,Low_spent_Small_value_payments,230.96625,Poor,0,0
4812,37,Manager,30247.7,2328.64,5,6,10.0,7,"Auto Loan, Not Specified, Not Specified, Payday Loan, Not Specified, Not Specified,  Personal Loan",16,9,15.245,5,Standard,841.39,33.14875,12 Years and 4 Months,Yes,90.6,98.96375,Low_spent_Small_value_payments,314.08375,Standard,1,0
4813,21,Teacher,110110.04,9238.84,8,4,12.0,4,"Credit-Builder Loan, Mortgage Loan, Debt Consolidation Loan,  Student Loan",14,14,5.61,2,Good,1495.41,34.26625,17 Years and 1 Months,No,233.86,378.2775,High_spent_Medium_value_payments,574.245,Good,0,1
4814,35,Doctor,57707.74,4715.98,3,3,20.0,4,"Payday Loan, Payday Loan, Student Loan,  Payday Loan",33,16,10.635,9,Standard,1223.0,32.261250000000004,26 Years and 3 Months,Yes,117.16,232.37875,Low_spent_Large_value_payments,389.9525,Standard,0,0
4815,30,Doctor,57776.52,5080.71,4,4,11.0,0,No Loan,22,8,9.945,4,Standard,189.28,29.34125,31 Years and 3 Months,No,0.0,198.46625,High_spent_Small_value_payments,569.61,Standard,0,0
4816,29,Architect,55324.29,4334.36,9,5,28.0,8,"Home Equity Loan, Auto Loan, Debt Consolidation Loan, Personal Loan, Personal Loan, Auto Loan, Auto Loan,  Home Equity Loan",64,20,26.18,7,Bad,4270.21,33.62,7 Years and 7 Months,Yes,245.1,152.57625000000002,High_spent_Medium_value_payments,284.87875,Standard,3,1
4817,45,Accountant,107360.1,9145.67,7,7,13.0,1,Payday Loan,7,17,6.539999999999999,4,Standard,1456.75,34.13375,16 Years and 7 Months,Yes,81.24,478.145,High_spent_Large_value_payments,625.1850000000001,Standard,0,0
4818,44,Doctor,81066.72,6639.56,8,3,18.0,3,"Credit-Builder Loan, Credit-Builder Loan,  Auto Loan",12,17,5.39,4,Standard,721.45,31.9325,29 Years and 2 Months,Yes,170.83,231.56375,Low_spent_Medium_value_payments,524.0625,Good,1,0
4819,44,Manager,64915.92,5245.66,10,8,24.0,5,"Not Specified, Mortgage Loan, Debt Consolidation Loan, Not Specified,  Student Loan",21,18,16.84,6,Standard,1843.38,34.47875,8 Years and 1 Months,Yes,247.43,138.53,High_spent_Medium_value_payments,350.24125,Poor,0,1
4820,42,Journalist,63539.56,4996.96,8,7,15.0,2,"Student Loan,  Personal Loan",20,17,1.905,10,Bad,2638.22,34.48125,16 Years and 4 Months,Yes,60.67,231.64875,High_spent_Medium_value_payments,508.4625,Poor,0,0
4821,14,Writer,36597.55,2988.8,3,4,11.0,0,No Loan,15,14,16.11,7,Standard,983.51,32.36625,31 Years and 3 Months,Yes,0.0,182.14,Low_spent_Large_value_payments,384.23875,Standard,0,0
4822,37,Media_Manager,48234.04,4288.5,6,6,17.0,4,"Personal Loan, Payday Loan, Credit-Builder Loan,  Credit-Builder Loan",19,8,3.06,4,Standard,447.94,33.01625,20 Years and 3 Months,No,153.56,185.02375,High_spent_Large_value_payments,366.30625,Standard,0,0
4823,44,Mechanic,46010.4,3815.2,3,6,32.0,7,"Home Equity Loan, Home Equity Loan, Debt Consolidation Loan, Personal Loan, Not Specified, Home Equity Loan,  Personal Loan",10,11,19.66,10,Standard,1274.59,29.90375,10 Years and 9 Months,Yes,182.11,237.39625,Low_spent_Small_value_payments,269.82375,Poor,0,1
4824,40,Mechanic,7641.71,546.81,10,6,18.0,5,"Payday Loan, Home Equity Loan, Mortgage Loan, Student Loan,  Personal Loan",51,17,19.355,12,Bad,4273.06,33.62,9 Years and 8 Months,Yes,29.29,35.22375,Low_spent_Small_value_payments,271.4125,Poor,0,0
4825,22,Lawyer,9313.8,1019.15,10,9,24.0,9,"Credit-Builder Loan, Credit-Builder Loan, Personal Loan, Student Loan, Payday Loan, Not Specified, Personal Loan, Personal Loan,  Home Equity Loan",17,22,2.485,9,Bad,2879.88,30.53375,11 Years and 8 Months,Yes,36.47,42.82125,High_spent_Medium_value_payments,284.43625,Poor,0,0
4826,48,Manager,12593.76,1085.48,3,5,5.0,1,Payday Loan,7,12,11.68,1,Standard,1211.15,31.82625,21 Years and 2 Months,Yes,6.79,70.015,Low_spent_Small_value_payments,306.74875,Standard,0,0
4827,32,Engineer,58995.8,4886.32,6,6,18.0,1,Debt Consolidation Loan,21,18,8.755,2,Standard,974.73,34.3525,32 Years and 11 Months,Yes,41.65,115.0725,High_spent_Large_value_payments,578.165,Standard,0,1
4828,37,Teacher,8906.4,878.2,10,5,25.0,7,"Student Loan, Personal Loan, Mortgage Loan, Home Equity Loan, Not Specified, Student Loan,  Credit-Builder Loan",35,14,16.74,9,Bad,3037.28,29.385,7 Years and 5 Months,Yes,34.32,46.62875,High_spent_Small_value_payments,286.87,Standard,0,0
4829,28,Doctor,17116.42,1590.37,8,6,22.0,7,"Debt Consolidation Loan, Credit-Builder Loan, Debt Consolidation Loan, Not Specified, Personal Loan, Mortgage Loan,  Student Loan",37,19,3.64,13,Bad,2574.89,31.89625,18 Years and 7 Months,Yes,89.75,109.52,Low_spent_Medium_value_payments,230.88375,Poor,0,2
4830,27,Journalist,132705.63,11184.8,4,2,4.0,4,"Payday Loan, Credit-Builder Loan, Debt Consolidation Loan,  Mortgage Loan",3,5,5.675,4,Good,774.01,32.0875,18 Years and 2 Months,No,364.39,321.71625,High_spent_Large_value_payments,687.37375,Good,0,1
4831,22,Musician,15680.0,1571.67,7,9,16.0,4,"Auto Loan, Credit-Builder Loan, Auto Loan,  Credit-Builder Loan",36,16,8.925,12,Bad,1823.34,33.41375,17 Years and 7 Months,Yes,27.05,77.90625,Low_spent_Small_value_payments,325.955,Standard,2,0
4832,45,Developer,18464.08,1688.67,8,7,8.0,7,"Debt Consolidation Loan, Student Loan, Not Specified, Not Specified, Debt Consolidation Loan, Payday Loan,  Payday Loan",27,19,19.305,5,Standard,2584.22,31.3525,6 Years and 7 Months,Yes,95.72,96.71375,Low_spent_Small_value_payments,246.43625,Standard,0,2
4833,31,Writer,30662.18,2661.18,5,5,12.0,0,No Loan,6,13,0.75,0,Good,887.8,29.1825,17 Years and 11 Months,No,0.0,143.1725,Low_spent_Medium_value_payments,387.94625,Standard,0,0
4834,23,Developer,38684.2,3423.68,7,5,16.0,3,"Personal Loan, Payday Loan,  Payday Loan",22,20,16.49,9,Standard,1464.16,33.99125,5 Years and 8 Months,Yes,70.04,160.39875,High_spent_Medium_value_payments,373.18125,Poor,0,0
4835,16,Entrepreneur,58307.97,4809.0,7,10,21.0,5,"Debt Consolidation Loan, Student Loan, Auto Loan, Personal Loan,  Home Equity Loan",35,16,21.425,10,Bad,4501.87,33.5325,4 Years and 8 Months,Yes,208.6,235.9875,Low_spent_Large_value_payments,297.5625,Poor,1,1
4836,31,Journalist,147894.56,12186.55,0,5,4.0,0,No Loan,15,6,1.695,1,Good,1301.91,39.4025,16 Years and 3 Months,No,0.0,411.15,High_spent_Large_value_payments,1034.855,Good,0,0
4837,29,Developer,57857.1,4812.43,4,8,30.0,3,"Auto Loan, Student Loan,  Auto Loan",22,10,11.175,8,Standard,2019.49,31.8475,8 Years and 11 Months,Yes,85.77,227.7675,Low_spent_Medium_value_payments,435.54125,Poor,2,0
4838,25,Scientist,32810.76,2984.23,6,10,18.0,9,"Personal Loan, Personal Loan, Mortgage Loan, Home Equity Loan, Payday Loan, Personal Loan, Auto Loan, Debt Consolidation Loan,  Debt Consolidation Loan",31,17,19.33,7,Bad,4229.13,32.145,3 Years and 8 Months,Yes,196.78,127.295,Low_spent_Small_value_payments,245.6,Standard,1,2
4839,18,Engineer,139118.04,11457.17,3,4,12.0,3,"Personal Loan, Personal Loan,  Auto Loan",20,12,6.61,0,Good,419.4,32.955,31 Years and 11 Months,No,244.99,730.70625,High_spent_Large_value_payments,438.55375,Standard,1,0
4840,41,Mechanic,81465.64,6699.8,10,6,34.0,7,"Home Equity Loan, Not Specified, Not Specified, Mortgage Loan, Personal Loan, Auto Loan,  Home Equity Loan",32,23,2.115,10,Bad,4760.54,30.21625,11 Years and 2 Months,Yes,450.59,268.1225,Low_spent_Large_value_payments,253.5,Poor,1,0
4841,37,Architect,44849.79,3736.48,10,7,17.0,5,"Mortgage Loan, Personal Loan, Debt Consolidation Loan, Personal Loan,  Not Specified",32,23,7.07,7,Bad,2383.91,32.06125,15 Years and 7 Months,Yes,164.71,246.85875,High_spent_Medium_value_payments,266.51625,Poor,0,1
4842,34,Doctor,8170.73,618.89,7,5,20.0,4,"Student Loan, Mortgage Loan, Auto Loan,  Student Loan",58,21,9.87,11,Bad,2373.8,32.40375,5 Years and 8 Months,Yes,17.29,37.05875,Low_spent_Small_value_payments,295.04375,Poor,1,0
4843,16,Media_Manager,56069.64,4416.47,10,7,23.0,5,"Auto Loan, Auto Loan, Debt Consolidation Loan, Credit-Builder Loan,  Mortgage Loan",41,15,24.585,9,Bad,3497.65,33.28875,1 Years and 7 Months,Yes,151.3,258.3525,High_spent_Medium_value_payments,301.995,Standard,2,1
4844,25,Doctor,10197.52,1015.79,6,6,20.0,6,"Mortgage Loan, Payday Loan, Home Equity Loan, Personal Loan, Personal Loan,  Mortgage Loan",16,16,20.385,4,Standard,2625.54,33.335,13 Years and 11 Months,Yes,31.71,69.84,Low_spent_Small_value_payments,277.52375,Poor,0,0
4845,29,Writer,69362.92,5944.24,6,6,9.0,2,"Home Equity Loan,  Student Loan",23,8,11.41,4,Standard,1042.95,29.7825,17 Years and 10 Months,Yes,67.55,389.12375,Low_spent_Small_value_payments,390.8025,Standard,0,0
4846,27,Engineer,59992.12,5265.34,6,9,22.0,8,"Personal Loan, Debt Consolidation Loan, Student Loan, Personal Loan, Auto Loan, Debt Consolidation Loan, Home Equity Loan,  Not Specified",22,16,17.41,10,Bad,2600.85,31.0675,6 Years and 2 Months,Yes,349.33,141.82125,High_spent_Medium_value_payments,274.46375,Poor,1,2
4847,48,Lawyer,35208.9,2739.08,4,7,17.0,1,Not Specified,24,7,11.255,8,Standard,1295.67,33.88625,31 Years and 11 Months,Yes,17.97,177.805,Low_spent_Small_value_payments,344.81375,Standard,0,0
4848,41,Accountant,20712.24,2007.02,3,3,30.0,7,"Student Loan, Mortgage Loan, Home Equity Loan, Home Equity Loan, Personal Loan, Not Specified,  Auto Loan",7,12,9.305,6,Standard,2375.83,28.10875,12 Years and 8 Months,Yes,84.78,71.30375000000001,High_spent_Medium_value_payments,309.61875,Poor,1,0
4849,40,Developer,30352.11,2317.34,0,5,7.0,1,Student Loan,8,3,8.485,0,Good,644.57,32.4675,23 Years and 5 Months,No,16.48,97.7725,Low_spent_Small_value_payments,376.22875,Standard,0,0
4850,47,Teacher,33683.38,2652.95,8,6,9.0,4,"Student Loan, Auto Loan, Payday Loan,  Home Equity Loan",18,19,3.32,3,Good,622.08,28.225,32 Years and 9 Months,No,78.37,139.76,High_spent_Large_value_payments,320.91875,Good,1,0
4851,35,Scientist,58537.38,4688.11,7,5,19.0,4,"Payday Loan, Debt Consolidation Loan, Student Loan,  Home Equity Loan",20,12,10.985,4,Standard,259.63,31.21375,22 Years and 8 Months,No,105.85,219.9325,High_spent_Small_value_payments,397.04625,Good,0,1
4852,18,Musician,117785.2,9973.43,0,1,3.0,2,"Personal Loan,  Not Specified",1,2,1.75,3,Good,621.66,34.07,18 Years and 8 Months,No,166.36,261.935,High_spent_Large_value_payments,817.795,Good,0,0
4853,42,Doctor,34352.2,2573.68,7,7,25.0,6,"Mortgage Loan, Personal Loan, Student Loan, Not Specified, Student Loan,  Auto Loan",28,14,26.43,8,Bad,3584.13,29.94375,6 Years and 11 Months,Yes,140.55,127.6225,Low_spent_Large_value_payments,251.695,Standard,1,0
4854,27,Writer,20373.24,1845.77,4,6,21.0,2,"Credit-Builder Loan,  Not Specified",16,11,11.22,7,Standard,1517.43,32.2575,18 Years and 7 Months,Yes,21.48,87.91624999999999,Low_spent_Small_value_payments,346.43375,Poor,0,0
4855,41,Scientist,35350.24,3085.85,4,7,20.0,7,"Auto Loan, Auto Loan, Debt Consolidation Loan, Payday Loan, Payday Loan, Credit-Builder Loan,  Not Specified",16,11,15.135,7,Standard,543.54,28.17375,5 Years and 10 Months,Yes,139.7,168.9125,Low_spent_Small_value_payments,262.3025,Good,2,1
4856,28,Engineer,78056.04,6384.67,7,5,17.0,1,Not Specified,18,13,17.475,9,Standard,248.71,37.93875,18 Years and 6 Months,Yes,44.09,138.0325,High_spent_Medium_value_payments,674.72375,Standard,0,0
4857,28,Entrepreneur,135871.68,11612.64,3,2,6.0,2,"Not Specified,  Mortgage Loan",12,10,2.21,4,Good,1450.98,34.955,21 Years and 9 Months,No,174.9,514.25625,Low_spent_Medium_value_payments,735.8625,Good,0,0
4858,36,Doctor,42877.62,3446.14,9,9,28.0,2,"Not Specified,  Debt Consolidation Loan",56,18,6.87,11,Bad,2221.29,32.3825,18 Years and 11 Months,Yes,61.87,127.3275,High_spent_Small_value_payments,425.86625,Poor,0,1
4859,52,Writer,111090.06,9192.5,0,4,11.0,3,"Payday Loan, Credit-Builder Loan,  Auto Loan",0,3,11.74,1,Good,575.32,36.07125,27 Years and 5 Months,No,149.08,414.915,Low_spent_Medium_value_payments,624.005,Good,1,0
4860,54,Journalist,32985.87,2928.82,2,5,2.0,0,No Loan,12,10,6.17,5,Good,1048.34,31.5725,32 Years and 11 Months,No,0.0,174.9675,High_spent_Medium_value_payments,399.54,Good,0,0
4861,41,Architect,18823.32,1423.61,8,5,16.0,8,"Credit-Builder Loan, Not Specified, Not Specified, Payday Loan, Credit-Builder Loan, Credit-Builder Loan, Not Specified,  Mortgage Loan",32,23,4.495,10,Bad,2643.36,33.14375,5 Years and 10 Months,Yes,103.1,79.82125,High_spent_Large_value_payments,215.84,Poor,0,0
4862,39,Mechanic,62927.92,4943.99,7,5,31.0,4,"Personal Loan, Student Loan, Debt Consolidation Loan,  Debt Consolidation Loan",20,17,9.32,6,Standard,2379.02,27.78,16 Years and 9 Months,Yes,193.81,263.17875,Low_spent_Large_value_payments,309.385,Poor,0,2
4863,28,Mechanic,33036.44,2881.04,4,3,17.0,6,"Payday Loan, Mortgage Loan, Not Specified, Auto Loan, Credit-Builder Loan,  Home Equity Loan",27,15,14.135,6,Standard,1377.16,33.39375,6 Years and 3 Months,Yes,143.14,210.5725,Low_spent_Medium_value_payments,210.6425,Standard,1,0
4864,32,Musician,10009.91,646.16,8,5,20.0,3,"Not Specified, Not Specified,  Auto Loan",12,18,11.23,10,Standard,2616.31,31.965,13 Years and 9 Months,Yes,23.95,49.1625,Low_spent_Small_value_payments,274.4775,Standard,1,0
4865,34,Writer,48212.8,3877.73,7,7,18.0,4,"Mortgage Loan, Not Specified, Not Specified,  Mortgage Loan",11,16,10.74,2,Standard,1197.02,30.46875,17 Years and 7 Months,Yes,109.74,135.72875,High_spent_Small_value_payments,404.80875,Standard,0,0
4866,52,Musician,119514.03,10031.5,2,3,2.0,3,"Personal Loan, Credit-Builder Loan,  Debt Consolidation Loan",0,9,8.17,1,Good,499.12,33.17125,21 Years and 9 Months,No,165.72,330.86,High_spent_Large_value_payments,771.0725,Good,0,1
4867,46,Doctor,120171.48,9933.29,5,5,2.0,2,"Personal Loan,  Personal Loan",9,12,1.48,4,Good,883.91,32.62875,30 Years and 5 Months,No,139.71,418.78625,Low_spent_Large_value_payments,699.83375,Standard,0,0
4868,23,Musician,37999.06,2933.59,10,9,26.0,6,"Auto Loan, Home Equity Loan, Debt Consolidation Loan, Debt Consolidation Loan, Home Equity Loan,  Debt Consolidation Loan",31,24,29.14,11,Bad,3783.59,32.375,1 Years and 3 Months,Yes,153.99,126.59375,High_spent_Medium_value_payments,293.46625,Poor,1,3
4869,24,Journalist,58940.76,4806.73,5,3,18.0,6,"Credit-Builder Loan, Personal Loan, Personal Loan, Student Loan, Personal Loan,  Student Loan",17,16,16.6,7,Standard,348.7,33.98375,14 Years and 4 Months,Yes,231.39,185.09625,Low_spent_Small_value_payments,329.1825,Good,0,0
4870,27,Engineer,19370.48,1828.21,6,3,10.0,3,"Payday Loan, Mortgage Loan,  Auto Loan",10,16,6.08,4,Standard,482.47,34.30625,21 Years and 1 Months,No,40.24,97.7075,High_spent_Medium_value_payments,312.4075,Standard,1,0
4871,33,Media_Manager,99425.4,8157.45,8,5,13.0,4,"Auto Loan, Debt Consolidation Loan, Auto Loan,  Mortgage Loan",12,11,9.725,8,Standard,892.49,34.7075,15 Years and 10 Months,Yes,172.53,273.98875,Low_spent_Medium_value_payments,627.97375,Standard,2,1
4872,44,Developer,7059.45,614.29,7,7,32.0,5,"Not Specified, Home Equity Loan, Home Equity Loan, Mortgage Loan,  Home Equity Loan",43,18,1.21,7,Bad,4540.76,33.4725,5 Years and 11 Months,Yes,17.86,43.985,Low_spent_Medium_value_payments,280.835,Poor,0,0
4873,37,Manager,69788.08,5969.67,4,8,22.0,5,"Home Equity Loan, Home Equity Loan, Debt Consolidation Loan, Payday Loan,  Mortgage Loan",20,15,15.145,11,Standard,2024.4,29.18625,16 Years and 4 Months,Yes,211.75,261.67375,High_spent_Medium_value_payments,389.47875,Poor,0,1
4874,29,Engineer,114450.72,9430.56,7,3,5.0,0,No Loan,22,19,1.61,2,Standard,850.96,35.88625,28 Years and 2 Months,No,0.0,326.93125,Low_spent_Medium_value_payments,832.7125,Standard,0,0
4875,31,Scientist,132123.84,10895.32,0,2,1.0,0,No Loan,10,9,1.45,2,Good,1445.31,34.28,24 Years and 3 Months,No,0.0,290.11375,High_spent_Large_value_payments,1070.635,Good,0,0
4876,15,Teacher,60014.88,4808.78375,5,9,26.0,2,"Credit-Builder Loan,  Auto Loan",23,15,15.07,8,Standard,2620.62,30.22375,9 Years and 9 Months,Yes,262.69625,307.38375,Low_spent_Small_value_payments,374.5975,Standard,1,0
4877,20,Engineer,7775.33,849.94,5,7,30.0,3,"Debt Consolidation Loan, Not Specified,  Auto Loan",28,8,17.07,6,Standard,1766.86,31.5975,9 Years and 7 Months,Yes,17.5,65.1275,Low_spent_Small_value_payments,286.12125000000003,Poor,1,1
4878,25,Developer,82892.52,6786.71,9,7,32.0,4,"Personal Loan, Personal Loan, Payday Loan,  Payday Loan",34,11,6.56,7,Standard,1250.71,31.06125,18 Years and 11 Months,Yes,223.47,286.4275,High_spent_Large_value_payments,475.975,Poor,0,0
4879,26,Musician,15434.1,1288.17,7,10,31.0,9,"Credit-Builder Loan, Debt Consolidation Loan, Personal Loan, Student Loan, Auto Loan, Home Equity Loan, Not Specified, Not Specified,  Payday Loan",30,16,18.07,7,Bad,4378.25,30.5925,3 Years and 2 Months,Yes,108.05,73.16,Low_spent_Small_value_payments,232.6075,Standard,1,1
4880,31,Journalist,32599.32,2445.61,3,6,7.0,1,Auto Loan,13,6,6.985,1,Good,1331.03,30.29,31 Years and 5 Months,No,27.13,146.32125,Low_spent_Small_value_payments,346.10625,Good,1,0
4881,52,Mechanic,14709.3,969.77,1,6,11.0,2,"Home Equity Loan,  Student Loan",11,2,11.665,3,Good,557.78,29.705,19 Years and 10 Months,No,17.6,82.53625,Low_spent_Medium_value_payments,291.6725,Standard,0,0
4882,22,Writer,10456.24,1090.35,4,8,25.0,2,"Auto Loan,  Student Loan",22,12,17.275,10,Standard,1498.73,33.04625,9 Years and 9 Months,Yes,9.82,80.395,Low_spent_Small_value_payments,298.8175,Poor,1,0
4883,16,Scientist,15410.19,1554.18,10,5,28.0,6,"Auto Loan, Payday Loan, Payday Loan, Payday Loan, Credit-Builder Loan,  Credit-Builder Loan",21,26,7.315,11,Bad,1257.4,31.76,13 Years and 9 Months,Yes,39.63,135.635,Low_spent_Small_value_payments,270.79125,Poor,1,0
4884,20,Musician,10356.98,722.08,6,10,28.0,8,"Payday Loan, Auto Loan, Not Specified, Home Equity Loan, Credit-Builder Loan, Mortgage Loan, Not Specified,  Not Specified",54,20,26.06,13,Bad,3716.71,33.84375,10 Years and 4 Months,Yes,66.46,56.37375,Low_spent_Small_value_payments,231.7475,Standard,1,0
4885,24,Manager,16490.75,1616.23,8,10,22.0,9,"Payday Loan, Payday Loan, Credit-Builder Loan, Mortgage Loan, Personal Loan, Student Loan, Credit-Builder Loan, Debt Consolidation Loan,  Personal Loan",38,22,2.08,12,Bad,2394.72,33.125,7 Years and 11 Months,Yes,87.79,100.8525,Low_spent_Large_value_payments,251.73,Poor,0,1
4886,18,Teacher,14020.86,1241.4,2,3,9.0,0,No Loan,10,7,11.51,3,Good,1360.5,29.38375,17 Years and 4 Months,No,0.0,73.47625,Low_spent_Large_value_payments,310.01875,Standard,0,0
4887,25,Musician,51711.96,4094.33,7,7,21.0,8,"Debt Consolidation Loan, Student Loan, Student Loan, Debt Consolidation Loan, Debt Consolidation Loan, Payday Loan, Payday Loan,  Not Specified",58,21,9.075,12,Bad,2665.79,31.2075,10 Years and 7 Months,Yes,289.53,122.96375,High_spent_Small_value_payments,255.6925,Poor,0,3
4888,32,Accountant,42220.39,3483.285,1,4,1.0,4,"Credit-Builder Loan, Student Loan, Mortgage Loan,  Mortgage Loan",8,9,6.855,1,Good,257.81,29.6625,22 Years and 4 Months,No,142.35500000000002,189.40125,High_spent_Small_value_payments,296.865,Standard,0,0
4889,32,Writer,122452.65,10140.39,2,7,6.0,0,No Loan,4,8,10.935,4,Good,383.03,36.81125,31 Years and 3 Months,No,0.0,511.80375,High_spent_Large_value_payments,762.2362499999999,Standard,0,0
4890,52,Scientist,51410.98,4012.25,4,7,16.0,0,No Loan,8,11,1.49,4,Standard,743.41,31.65,26 Years and 7 Months,No,0.0,151.71375,High_spent_Medium_value_payments,509.51,Standard,0,0
4891,26,Architect,10830.26,922.52,8,7,3.0,3,"Payday Loan, Student Loan,  Payday Loan",20,11,2.015,0,Standard,375.51,30.9625,32 Years and 7 Months,No,13.54,66.35125000000001,Low_spent_Small_value_payments,292.3575,Standard,0,0
4892,29,Teacher,57303.36,4949.28,9,9,31.0,6,"Not Specified, Mortgage Loan, Not Specified, Not Specified, Not Specified,  Payday Loan",37,16,10.75,10,Bad,1341.14,29.89875,17 Years and 3 Months,Yes,250.11,159.675,High_spent_Large_value_payments,335.14375,Poor,0,0
4893,31,Journalist,85084.8,6997.4,4,3,12.0,1,Auto Loan,10,7,17.115,1,Standard,100.42,32.41,20 Years and 9 Months,Yes,69.2,293.7725,High_spent_Medium_value_payments,627.41625,Standard,1,0
4894,45,Manager,54758.55,4730.21,8,8,27.0,6,"Student Loan, Debt Consolidation Loan, Mortgage Loan, Credit-Builder Loan, Home Equity Loan,  Credit-Builder Loan",20,19,29.9,11,Bad,3072.06,30.8425,8 Years and 4 Months,Yes,216.34,249.73875,High_spent_Small_value_payments,271.94625,Poor,0,1
4895,31,Entrepreneur,42400.7,3627.39,4,5,5.0,2,"Mortgage Loan,  Not Specified",23,2,6.165,4,Good,699.11,33.56,26 Years and 7 Months,No,45.78,201.475,High_spent_Small_value_payments,361.14875,Poor,0,0
4896,19,Engineer,17347.04,1285.59,6,8,15.0,5,"Home Equity Loan, Not Specified, Personal Loan, Not Specified,  Personal Loan",20,8,7.744999999999999,7,Standard,2674.44,29.335,12 Years and 11 Months,Yes,38.52,85.2825,Low_spent_Medium_value_payments,284.15125,Poor,0,0
4897,19,Accountant,64692.7,5150.06,3,7,5.0,3,"Student Loan, Payday Loan,  Not Specified",7,5,11.455,4,Good,380.81,31.25375,19 Years and 7 Months,No,129.33,140.12875,High_spent_Large_value_payments,458.17375,Poor,0,0
4898,26,Manager,107437.53,8665.13,4,4,9.0,1,Credit-Builder Loan,19,3,9.37,4,Good,50.07,35.8975,15 Years and 4 Months,No,55.08,270.6575,High_spent_Small_value_payments,846.3275,Poor,0,0
4899,25,Musician,34767.12,2732.6712500000003,3,6,14.0,6,"Not Specified, Debt Consolidation Loan, Payday Loan, Not Specified, Payday Loan,  Debt Consolidation Loan",15,15,8.415,6,Standard,2084.72,32.386250000000004,18 Years and 8 Months,Yes,151.0775,111.0825,High_spent_Medium_value_payments,273.165,Poor,0,2
4900,33,Developer,91308.16,7781.01,3,7,17.0,3,"Payday Loan, Student Loan,  Mortgage Loan",14,11,13.405,4,Standard,1382.62,34.48125,32 Years and 8 Months,Yes,217.26,258.91875,Low_spent_Medium_value_payments,562.1925,Good,0,0
4901,40,Architect,24004.5,1935.38,4,3,14.0,5,"Home Equity Loan, Not Specified, Mortgage Loan, Payday Loan,  Payday Loan",12,16,12.3,9,Standard,1215.0,32.84625,17 Years and 9 Months,Yes,56.37,118.00125,Low_spent_Medium_value_payments,301.3925,Standard,0,0
